Company, Quarter, Days Receivable, Current Ratio, Cash to TA, Working Capital To TA, Asset Turnover, Gross Profit Margin,Operating Profit Margin, Net Profit Margin, Debt to asset, Debt to equity, Equity multiplier,Time interest earned coverage, Operating return on asset, Return on asset, Return on Equity, EBITDA to TA, Cashflow to expenditure,Cashflow to debt, Result
Shutter Stock Inc,2014-09,13.91,2.60,0.5920,0.5127,0.24,0.60,0.1062,0.0630,0.0028,0.0043,1.55,177.80,0.0250,0.0148,0.0229,0.0309,12.05,22.7120,1
Shutter Stock Inc,2014-12,15.05,2.69,0.6083,0.5295,0.24,0.61,0.1340,0.0771,0.0026,0.0040,1.53,29.24,0.0319,0.0183,0.0280,0.0375,11.65,23.3600,1
Shutter Stock Inc,2015-03,20.96,2.05,0.4527,0.3526,0.23,0.59,0.0844,0.0332,0.0024,0.0038,1.61,82.35,0.0196,0.0077,0.0124,0.0267,7.08,21.4690,1
Shutter Stock Inc,2015-06,20.47,2.12,0.4706,0.3687,0.23,0.59,0.0926,0.0511,0.0022,0.0035,1.58,169.58,0.0215,0.0119,0.0188,0.0293,4.12,18.6300,1
Shutter Stock Inc,2015-09,21.51,2.13,0.4938,0.3772,0.23,0.59,0.0754,0.0383,0.0022,0.0034,1.59,11.55,0.0174,0.0088,0.0140,0.0257,4.29,19.3500,1
Shutter Stock Inc,2015-12,19.90,2.09,0.5144,0.3728,0.25,0.59,0.1296,0.0592,0.0021,0.0035,1.63,150.29,0.0320,0.0146,0.0238,0.0416,5.26,25.8820,1
Shutter Stock Inc,2016-03,23.46,1.93,0.4700,0.3385,0.25,0.59,0.0928,0.0526,0.0021,0.0036,1.69,901.83,0.0231,0.0131,0.0221,0.0320,2.76,21.4670,1
Shutter Stock Inc,2016-06,24.12,1.79,0.4503,0.3096,0.27,0.58,0.0842,0.0583,0.0021,0.0036,1.71,49.42,0.0224,0.0155,0.0264,0.0326,2.21,18.7730,1
Shutter Stock Inc,2016-09,24.91,1.74,0.4691,0.2939,0.24,0.59,0.0917,0.0763,0.0020,0.0034,1.73,110.67,0.0222,0.0185,0.0320,0.0325,3.44,35.9380,1
Shutter Stock Inc,2016-12,26.35,1.67,0.4468,0.2717,0.26,0.60,0.1014,0.0757,0.0020,0.0035,1.75,131.99,0.0263,0.0196,0.0344,0.0378,1.86,24.5450,1
Shutter Stock Inc,2017-03,26.24,1.61,0.4016,0.2470,0.27,0.60,0.0791,0.0507,0.0021,0.0036,1.76,103.03,0.0212,0.0136,0.0239,0.0355,1.28,17.1850,1
Shutter Stock Inc,2017-06,25.64,1.62,0.4121,0.2490,0.26,0.57,0.0245,0.0229,0.0020,0.0034,1.75,32.85,0.0064,0.0060,0.0105,0.0216,1.89,23.2200,1
Shutter Stock Inc,2017-09,28.64,1.37,0.3851,0.1551,0.26,0.58,0.0395,0.0355,0.0018,0.0033,1.80,55.70,0.0101,0.0091,0.0163,0.0286,2.62,31.1050,1
Shutter Stock Inc,2017-12,29.60,1.39,0.4386,0.1640,0.26,0.57,0.0474,0.0135,0.0017,0.0032,1.84,71.91,0.0124,0.0036,0.0065,0.0307,2.09,36.5270,1
Shutter Stock Inc,2018-03,26.22,1.57,0.4697,0.2178,0.25,0.58,0.0293,0.2129,0.0016,0.0028,1.70,44.89,0.0074,0.0537,0.0912,0.0254,1.41,21.0940,1
Shutter Stock Inc,2018-06,25.71,1.68,0.4886,0.2459,0.26,0.57,0.0359,-0.0016,0.0017,0.0028,1.65,56.25,0.0095,-0.0004,-0.0007,0.0285,2.10,16.9290,1
Shutter Stock Inc,2018-09,27.22,1.24,0.4022,0.1051,0.30,0.56,0.0442,0.0491,0.0019,0.0037,1.91,66.99,0.0131,0.0145,0.0277,0.0359,4.69,30.4940,1
Xerium Tech Inc,2014-12,57.08,1.95,0.0160,0.1645,0.22,0.40,0.1335,0.0852,0.7836,-6.2811,-8.02,17.48,0.0294,0.0188,-0.1506,0.0446,0.67,0.0120,1
Xerium Tech Inc,2015-03,57.98,1.79,0.0157,0.1453,0.22,0.40,0.1173,0.0143,0.8363,-4.5592,-5.45,14.19,0.0253,0.0031,-0.0168,0.0398,0.66,0.0171,1
Xerium Tech Inc,2015-06,57.33,1.67,0.0160,0.1312,0.21,0.40,0.1102,-0.0057,0.8268,-5.0101,-6.06,13.57,0.0235,-0.0012,0.0074,0.0374,0.42,0.0140,1
Xerium Tech Inc,2015-09,59.48,1.63,0.0188,0.1247,0.21,0.39,0.0797,0.0078,0.8493,-4.5157,-5.32,9.39,0.0165,0.0016,-0.0085,0.0306,0.82,0.0210,1
Xerium Tech Inc,2016-03,56.50,1.57,0.0274,0.1170,0.20,0.38,0.1250,-0.0126,0.8370,-4.4532,-5.32,14.37,0.0255,-0.0026,0.0136,0.0409,4.28,0.0320,1
Xerium Tech Inc,2016-06,52.28,1.65,0.0184,0.1243,0.22,0.39,0.1410,0.0170,0.8389,-4.8874,-5.83,17.48,0.0304,0.0037,-0.0214,0.0463,0.87,0.0042,1
Xerium Tech Inc,2017-03,56.06,1.63,0.0182,0.1263,0.22,0.40,0.1454,-0.0236,0.8992,-3.5895,-3.99,17.42,0.0313,-0.0051,0.0203,0.0458,-1.42,-0.0144,1
Xerium Tech Inc,2017-06,57.02,1.54,0.0197,0.1175,0.21,0.41,0.1315,-0.0283,0.8876,-3.5847,-4.04,15.82,0.0282,-0.0061,0.0245,0.0426,3.24,0.0205,1
Xerium Tech Inc,2017-09,57.53,1.81,0.0173,0.1515,0.21,0.37,0.1305,0.0097,0.8893,-4.0579,-4.56,15.45,0.0271,0.0020,-0.0092,0.0431,-1.76,-0.0080,1
Xerium Tech Inc,2018-03,58.87,1.82,0.0172,0.1563,0.22,0.37,0.1319,0.0177,0.8767,-3.9285,-4.48,16.63,0.0290,0.0039,-0.0174,0.0433,-5.02,-0.0242,1
Xerium Tech Inc,2018-06,58.64,1.58,0.0270,0.1317,0.23,0.39,0.1168,-0.0347,0.8964,-3.2481,-3.62,14.63,0.0267,-0.0079,0.0288,0.0413,10.16,0.0424,1
GoPro Inc,2017-12,30.36,1.55,0.2382,0.2389,0.39,0.24,-0.1800,-0.1668,0.1530,0.4354,2.85,-13.37,-0.0709,-0.0657,-0.1870,-0.0600,9.91,0.4382,0
GoPro Inc,2017-06,29.10,1.66,0.2074,0.2206,0.41,0.36,-0.0843,-0.1030,0.1743,0.4022,2.31,-6.60,-0.0346,-0.0423,-0.0976,-0.0187,-2.31,-0.0908,0
Sears Holdings,2015-07,6.67,1.38,0.1379,0.1587,0.47,0.23,0.0159,0.0335,0.0005,-0.0066,-14.46,0.89,0.0075,0.0158,-0.2281,0.0162,0.12,-49.5000,1
GoPro Inc,2018-03,36.22,1.57,0.1618,0.2186,0.31,0.22,-0.3581,-0.3773,0.2037,0.6118,3.00,-15.86,-0.1117,-0.1177,-0.3533,-0.0979,-14.32,-0.7346,0
GoPro Inc,2018-06,37.12,1.49,0.1836,0.1991,0.45,0.29,-0.1091,-0.1318,0.2149,0.7161,3.33,-6.67,-0.0493,-0.0596,-0.1985,-0.0346,-10.92,-0.0078,0
ORBCOMM Inc.,2017-09,67.45,2.79,0.0632,0.1877,0.12,0.38,-0.0317,-0.4583,0.4159,0.9894,2.38,0.05,-0.0037,-0.0537,-0.1277,-0.0503,-0.83,-0.0201,0
GoPro Inc,2018-09,47.04,1.37,0.2080,0.1760,0.42,0.32,-0.0732,-0.0947,0.1985,0.7943,4.00,-4.54,-0.0304,-0.0393,-0.1575,-0.0163,7.36,0.0714,0
GoPro Inc,2016-12,27.39,1.36,0.2082,0.1702,0.59,0.39,-0.0527,-0.2140,0.1084,0.2237,2.06,-24.20,-0.0309,-0.1254,-0.2589,-0.0188,0.74,0.1270,0
Xerium Tech Inc,2014-09,57.06,1.89,0.0324,0.1671,0.23,0.40,0.1281,-0.1474,0.7710,-9.2127,-11.95,17.79,0.0291,-0.0335,0.4002,0.0447,-0.68,-0.0161,0
Sears Holdings,2017-04,10.27,1.03,0.0260,0.0140,0.46,0.22,-0.0898,0.0583,0.4719,-1.2138,-2.57,-2.95,-0.0416,0.0270,-0.0695,-0.0320,5.15,-0.2056,1
GoPro Inc,2016-09,34.55,1.42,0.1460,0.1652,0.27,0.40,-0.4805,-0.4326,0.1110,0.1970,1.78,-99.99,-0.1283,-0.1155,-0.2050,-0.1141,-2.91,-0.4172,0
Ashland Global Holdings Inc (ASH),2016-09,63.14,2.33,0.1017,0.1650,0.08,0.24,-0.3607,-0.3660,0.2495,0.7454,2.99,-5.55,-0.0272,-0.0276,-0.0825,-0.0197,3.17,0.1042,0
British American Tobacco PLC ADR (BTI),2007-12,112.75,0.91,0.0519,-0.0303,0.07,0.72,-0.8075,0.1667,0.0000,0.0002,5.93,-20.81,-0.0603,0.0124,0.0738,-0.0469,13.47,4419.0000,0
Sears Holdings,2016-04,7.29,1.33,0.0256,0.1366,0.48,0.22,-0.0780,-0.0873,0.3363,-1.5877,-4.72,-4.73,-0.0377,-0.0421,0.1990,-0.0296,-361.00,-0.1921,0
Xerium Tech Inc,2016-09,54.73,1.69,0.0146,0.1280,0.21,0.37,0.1138,-0.1119,0.8631,-4.4990,-5.21,13.56,0.0237,-0.0233,0.1214,0.0396,1.32,0.0098,0
GoPro Inc,2014-09,30.40,2.22,0.4036,0.4641,0.48,0.44,0.0481,0.0522,0.1698,0.2852,1.68,13.46,0.0228,0.0248,0.0417,0.0310,4.61,0.4698,1
GoPro Inc,2014-12,26.12,3.18,0.3486,0.6149,0.69,0.48,0.2740,0.1929,0.1090,0.1560,1.43,24.81,0.1893,0.1332,0.1907,0.1949,9.30,0.4319,1
GoPro Inc,2015-03,26.27,3.91,0.3473,0.6573,0.39,0.45,0.0613,0.0461,0.1075,0.1425,1.33,22.27,0.0239,0.0180,0.0239,0.0297,12.73,0.6627,1
GoPro Inc,2015-06,25.41,3.04,0.3041,0.5646,0.38,0.46,0.1099,0.0834,0.0900,0.1277,1.42,46.14,0.0415,0.0315,0.0447,0.0473,4.10,0.6587,1
GoPro Inc,2015-09,27.13,2.90,0.2315,0.5437,0.33,0.47,0.0690,0.0470,0.0827,0.1204,1.46,27.64,0.0229,0.0155,0.0226,0.0291,0.42,0.0462,1
Xerium Tech Inc,2017-12,56.35,1.59,0.0304,0.1272,0.22,0.36,0.1141,-0.0780,0.8680,-3.6120,-4.16,13.97,0.0246,-0.0168,0.0700,0.0415,3220.00,0.0523,0
Wynn Resorts Ltd (WYNN),2015-03,23.96,1.91,0.1794,0.1241,0.12,0.38,0.1694,-0.1078,0.0166,-0.6782,-40.85,10.16,0.0202,-0.0129,0.5257,0.0366,-0.07,-0.0988,0
Xerium Tech Inc,2015-12,53.50,1.60,0.0179,0.1179,0.21,0.38,0.0769,-0.0548,0.8620,-4.1959,-4.87,8.87,0.0161,-0.0115,0.0559,0.0315,0.86,0.0133,0
Xerium Tech Inc,2016-12,54.60,1.50,0.0236,0.1066,0.21,0.37,0.0980,-0.0790,0.9021,-3.3277,-3.69,11.09,0.0205,-0.0165,0.0609,0.0371,3.57,0.0297,0
GoPro Inc,2017-03,22.76,1.22,0.1048,0.0983,0.31,0.31,-0.3984,-0.5084,0.1399,0.2736,1.96,-107.00,-0.1219,-0.1555,-0.3041,-0.1055,-26.70,-1.3794,0
ORBCOMM Inc.,2016-09,67.07,1.81,0.0419,0.0723,0.09,0.50,-0.0243,-0.2247,0.2953,0.5287,1.79,0.07,-0.0022,-0.0205,-0.0367,-0.0185,1.88,0.0752,0
Goodyear Tire & Rubber Co (GT),2015-12,45.03,1.24,0.0898,0.0720,0.25,0.24,0.0657,-0.0935,0.0030,0.0125,4.19,2.64,0.0162,-0.0231,-0.0969,0.0280,3.22,21.4694,0
GoPro Inc,2017-09,27.30,1.65,0.1994,0.2441,0.40,0.40,0.0261,0.0445,0.1549,0.3758,2.43,1.89,0.0104,0.0178,0.0431,0.0214,6.77,0.4342,1
Sears Holdings,2016-07,6.20,1.14,0.0260,0.0633,0.53,0.22,-0.0558,-0.0698,0.3346,-1.3162,-3.93,-2.82,-0.0298,-0.0372,0.1464,-0.0213,-0.58,0.0231,0
Sears Holdings,2015-10,7.43,1.11,0.0230,0.0549,0.45,0.22,-0.0664,-0.0790,0.0537,-0.5277,-9.82,-5.16,-0.0299,-0.0356,0.3492,-0.0244,-33.94,-1.7813,0
Sears Holdings,2016-01,5.16,1.11,0.0210,0.0535,0.64,0.22,-0.0478,-0.0794,0.2625,-1.5160,-5.78,-7.93,-0.0308,-0.0512,0.2955,-0.0193,-3.05,-0.0380,0
OUTFRONT Media Inc.,2015-12,47.31,1.86,0.0266,0.0377,0.10,1.00,0.1410,-0.3335,0.5824,1.8324,3.15,0.77,0.0147,-0.0348,-0.1096,-0.0199,7.78,0.0525,0
The Container Store Group,2014-08,13.97,1.29,0.0194,0.0467,0.25,0.59,0.0663,0.0360,0.4653,1.8717,4.02,2.92,0.0163,0.0088,0.0356,0.0259,1.08,0.0518,1
The Container Store Group,2014-11,12.84,1.42,0.0177,0.0644,0.24,0.60,0.0721,0.0327,0.4611,1.8544,4.02,3.23,0.0174,0.0079,0.0318,0.0273,0.53,0.0123,1
The Container Store Group,2015-02,10.44,1.32,0.0325,0.0492,0.29,0.58,0.0963,0.0582,0.4355,1.6592,3.81,5.20,0.0281,0.0170,0.0646,0.0390,5.85,0.1462,1
The Container Store Group,2015-05,12.10,1.28,0.0128,0.0441,0.22,0.58,-0.0238,-0.0306,0.4497,1.7653,3.93,-0.97,-0.0052,-0.0068,-0.0265,0.0052,-1.03,-0.0393,1
The Container Store Group,2015-08,12.48,1.41,0.0208,0.0633,0.25,0.58,0.0445,0.0137,0.4598,1.8147,3.95,2.05,0.0110,0.0034,0.0134,0.0216,0.23,0.0078,1
The Container Store Group,2015-11,11.78,1.42,0.0185,0.0644,0.25,0.59,0.0093,-0.0088,0.4620,1.8550,4.02,0.44,0.0023,-0.0022,-0.0088,0.0135,0.66,0.0192,1
The Container Store Group,2016-02,11.25,1.26,0.0180,0.0401,0.31,0.58,0.0794,0.0405,0.4250,1.5562,3.66,4.39,0.0243,0.0124,0.0454,0.0361,4.62,0.1430,1
The Container Store Group,2016-06,13.09,1.30,0.0106,0.0487,0.23,0.59,0.0058,-0.0116,0.4380,1.6365,3.74,0.25,0.0013,-0.0027,-0.0100,0.0134,-0.08,-0.0020,1
The Container Store Group,2016-09,12.24,1.36,0.0120,0.0572,0.26,0.58,0.0503,0.0173,0.4292,1.5824,3.69,2.45,0.0133,0.0046,0.0168,0.0255,1.96,0.0423,1
The Container Store Group,2016-12,13.04,1.48,0.0237,0.0754,0.28,0.58,0.0581,0.0235,0.4336,1.6005,3.69,3.05,0.0161,0.0065,0.0241,0.0279,1.80,0.0309,1
The Container Store Group,2017-03,11.19,1.44,0.0141,0.0651,0.29,0.58,0.0778,0.0379,0.4167,1.4314,3.43,4.04,0.0226,0.0110,0.0378,0.0345,2.77,0.0654,1
The Container Store Group,2017-06,13.84,1.39,0.0094,0.0619,0.24,0.57,-0.0436,-0.0419,0.4214,1.4760,3.50,-1.89,-0.0104,-0.0100,-0.0349,0.0020,-0.92,-0.0147,1
The Container Store Group,2017-09,11.35,1.26,0.0131,0.0464,0.28,0.58,0.0366,-0.0040,0.4024,1.3938,3.46,1.36,0.0103,-0.0011,-0.0039,0.0227,3.50,0.0893,1
The Container Store Group,2017-12,12.51,1.34,0.0289,0.0607,0.28,0.59,0.0627,0.1273,0.4004,1.2481,3.12,1.92,0.0178,0.0362,0.1128,0.0299,2.36,0.0523,1
The Container Store Group,2018-03,9.88,1.22,0.0112,0.0369,0.31,0.59,0.0876,-0.0017,0.3805,1.1466,3.01,2.68,0.0272,-0.0005,-0.0016,0.0397,3.05,0.0799,1
The Container Store Group,2018-06,11.79,1.24,0.0187,0.0433,0.26,0.59,-0.0117,-0.0345,0.3984,1.2705,3.19,-0.29,-0.0031,-0.0090,-0.0287,0.0094,-0.75,-0.0111,1
The Container Store Group,2018-09,11.55,1.23,0.0096,0.0424,0.30,0.58,0.0629,0.0144,0.3865,1.2054,3.12,1.91,0.0188,0.0043,0.0134,0.0309,1.85,0.0394,1
FitBit Inc,2014-12,58.07,1.29,0.3090,0.2139,0.58,0.46,0.1973,0.1060,0.2094,1.7617,8.41,73.04,0.1154,0.0620,0.5214,0.1204,1.76,0.1145,1
FitBit Inc,2015-03,43.23,1.42,0.3553,0.2612,0.50,0.50,0.2671,0.1425,0.2385,0.6767,2.84,89.93,0.1344,0.0717,0.2035,0.1398,6.52,0.2046,1
FitBit Inc,2015-06,56.65,3.14,0.4407,0.6303,0.38,0.47,0.2008,0.0442,0.0955,0.1382,1.45,80.42,0.0768,0.0169,0.0244,0.0815,-4.23,-0.2851,1
FitBit Inc,2015-09,53.86,2.56,0.3662,0.5662,0.32,0.48,0.1645,0.1120,0.0792,0.1275,1.61,67.31,0.0533,0.0363,0.0584,0.0576,20.21,1.2133,1
FitBit Inc,2015-12,59.35,2.67,0.3527,0.5577,0.47,0.49,0.1662,0.0902,0.0658,0.1019,1.55,118.24,0.0778,0.0422,0.0654,0.0836,1.23,0.1578,1
FitBit Inc,2016-03,60.49,2.66,0.4575,0.5547,0.32,0.46,0.0371,0.0218,0.0634,0.0987,1.56,18.75,0.0119,0.0070,0.0109,0.0163,8.60,1.4344,1
FitBit Inc,2016-06,57.93,2.73,0.2564,0.5413,0.36,0.42,0.0165,0.0108,0.0616,0.0938,1.52,9.66,0.0060,0.0039,0.0059,0.0104,-0.95,-0.1902,1
FitBit Inc,2016-09,82.42,2.76,0.1682,0.5416,0.30,0.48,0.0883,0.0518,0.0592,0.0895,1.51,44.48,0.0263,0.0155,0.0234,0.0330,-1.95,-0.5871,1
Sears Holdings,2017-01,6.93,1.07,0.0305,0.0336,0.65,0.21,-0.0643,-0.1003,0.4447,-1.0887,-2.45,-7.78,-0.0416,-0.0648,0.1587,-0.0311,-0.32,0.0065,0
Sears Holdings,2016-10,6.66,1.04,0.0237,0.0217,0.46,0.19,-0.1336,-0.1487,0.3957,-1.2719,-3.21,-5.95,-0.0618,-0.0688,0.2213,-0.0536,38.40,-0.1786,0
Dave & Buster's Entertainment Inc (PLAY),2014-07,0.69,1.08,0.0720,0.0104,0.20,0.80,0.0923,-0.0765,0.5822,3.5577,6.11,1.52,0.0184,-0.0153,-0.0934,0.0032,-1.42,-0.0800,0
Sears Holdings,2015-04,7.25,1.00,0.0215,0.0018,0.44,0.26,-0.0303,-0.0515,0.0537,-0.6010,-11.19,-1.65,-0.0134,-0.0228,0.2551,-0.0042,8.36,-0.7493,0
Sears Holdings,2014-07,5.80,1.00,0.0504,-0.0013,0.49,0.22,-0.0641,-0.0715,0.0854,2.7422,32.11,-7.14,-0.0313,-0.0349,-1.1191,-0.0220,6.03,-0.1332,0
Sears Holdings,2015-01,4.77,0.96,0.0189,-0.0161,0.61,0.24,-0.0159,-0.0196,0.0466,-0.6467,-13.89,-1.40,-0.0098,-0.0120,0.1672,-0.0002,-13.88,0.9024,0
Whirlpool Corp (WHR),2017-12,42.06,0.93,0.0597,-0.0287,0.28,0.17,0.0687,-0.0470,0.2604,1.2430,4.77,6.76,0.0196,-0.0134,-0.0638,0.0279,4.14,0.2486,0
FitBit Inc,2018-09,74.54,1.84,0.2861,0.3880,0.28,0.39,-0.0453,-0.0052,0.0711,0.1439,2.02,-17.81,-0.0127,-0.0015,-0.0030,-0.0028,5.04,0.5874,1
Blackberry Ltd,2015-05,64.29,3.65,0.1882,0.4625,0.11,0.47,0.1353,0.1033,0.2504,0.4412,1.76,17.80,0.0144,0.0110,0.0194,0.0409,12.18,0.0865,1
Blackberry Ltd,2015-08,60.61,3.96,0.2485,0.4823,0.08,0.38,0.0673,0.1041,0.2271,0.3738,1.65,6.60,0.0057,0.0088,0.0144,0.0337,11.00,0.0832,1
Whirlpool Corp (WHR),2018-09,48.68,0.87,0.0541,-0.0635,0.28,0.17,0.0614,0.0394,0.3761,3.0428,8.09,4.30,0.0171,0.0110,0.0890,0.0251,-0.23,-0.0043,0
Dave & Buster's Entertainment Inc (PLAY),2017-10,0.58,0.38,0.0134,-0.1126,0.22,0.59,0.0797,0.0486,0.2769,0.7401,2.67,9.07,0.0175,0.0107,0.0286,0.0282,0.85,0.1364,0
Dave & Buster's Entertainment Inc (PLAY),2016-10,2.92,0.35,0.0141,-0.1195,0.22,0.58,0.0817,0.0470,0.2662,0.6628,2.49,12.72,0.0179,0.0103,0.0256,0.0282,1.14,0.1901,0
Mondelez International Inc Class A (MDLZ),2017-03,42.59,0.56,0.0211,-0.1070,0.10,0.39,0.1545,0.0982,0.2960,0.7161,2.42,9.62,0.0160,0.0101,0.0246,0.0192,-1.94,-0.0303,0
Blackberry Ltd,2017-05,58.21,5.32,0.2321,0.4979,0.06,0.64,-0.2596,2.8553,0.2013,0.2955,1.47,-12.20,-0.0152,0.1670,0.2451,-0.0025,431.50,1.0667,1
Blackberry Ltd,2017-08,58.61,5.19,0.1461,0.5279,0.06,0.74,-0.1555,0.0798,0.1842,0.2679,1.45,-7.40,-0.0092,0.0047,0.0069,0.0020,4.00,0.0054,1
Anheuser-Busch InBev SA/NV ADR (BUD),2015-09,60.32,0.68,0.0466,-0.0597,0.08,0.61,0.3194,0.1209,0.3723,1.0843,2.91,9.90,0.0263,0.0099,0.0289,0.0373,2.93,0.0915,0
Blackberry Ltd,2018-02,58.33,5.49,0.2159,0.5513,0.06,0.76,-0.2189,-0.0429,0.2069,0.3122,1.51,-10.20,-0.0135,-0.0026,-0.0040,-0.0032,-40.50,-0.2072,1
Teletech Holdings Inc,2014-06,76.58,2.66,0.1197,0.3299,0.36,0.28,0.0699,0.0571,0.1225,0.2082,1.70,11.11,0.0253,0.0206,0.0351,0.0431,0.93,0.1809,1
Teletech Holdings Inc,2014-09,78.51,2.33,0.1017,0.2910,0.36,0.28,0.0697,0.0433,0.1335,0.2503,1.87,12.95,0.0248,0.0154,0.0288,0.0412,1.71,0.2633,1
Teletech Holdings Inc,2014-12,73.57,2.24,0.0907,0.2896,0.40,0.29,0.0891,0.0650,0.1173,0.2197,1.87,17.23,0.0353,0.0258,0.0482,0.0537,2.07,0.3218,1
Teletech Holdings Inc,2015-03,81.76,2.39,0.0760,0.3064,0.38,0.28,0.0803,0.0577,0.1458,0.2819,1.93,15.39,0.0302,0.0217,0.0420,0.0485,0.29,0.0303,1
Teletech Holdings Inc,2015-06,75.38,2.20,0.1087,0.2809,0.36,0.28,0.0753,0.0474,0.1332,0.2567,1.93,13.93,0.0271,0.0170,0.0328,0.0457,4.96,0.7104,1
Teletech Holdings Inc,2015-09,75.17,2.01,0.1004,0.2637,0.36,0.27,0.0505,0.0362,0.1340,0.2776,2.07,6.69,0.0182,0.0130,0.0270,0.0367,1.56,0.2665,1
Teletech Holdings Inc,2015-12,74.64,2.01,0.0715,0.2468,0.41,0.28,0.0886,0.0497,0.1186,0.2306,1.94,16.58,0.0359,0.0202,0.0392,0.0566,1.26,0.2183,1
Teletech Holdings Inc,2016-03,82.44,2.25,0.0871,0.2833,0.36,0.26,0.0571,0.0359,0.1536,0.2993,1.95,9.08,0.0206,0.0130,0.0253,0.0413,0.86,0.0961,1
Teletech Holdings Inc,2016-06,77.16,2.23,0.0673,0.2670,0.37,0.26,0.0536,0.0381,0.1642,0.3237,1.97,9.32,0.0199,0.0141,0.0278,0.0410,3.32,0.3130,1
Teletech Holdings Inc,2016-09,73.67,2.01,0.0759,0.2474,0.39,0.25,0.0697,0.0366,0.1598,0.3327,2.08,10.69,0.0270,0.0142,0.0295,0.0481,5.03,0.4325,1
Teletech Holdings Inc,2016-12,78.48,2.41,0.0653,0.2998,0.41,0.28,0.0962,-0.0018,0.2568,0.6123,2.38,15.19,0.0392,-0.0007,-0.0017,0.0594,0.08,0.0046,1
Teletech Holdings Inc,2017-03,72.59,2.09,0.0791,0.2633,0.40,0.25,0.0788,0.0569,0.2166,0.4939,2.28,11.50,0.0317,0.0229,0.0522,0.0495,6.23,0.4117,1
Teletech Holdings Inc,2017-06,73.35,2.26,0.0838,0.2693,0.38,0.24,0.0713,0.0416,0.2763,0.6622,2.40,8.65,0.0271,0.0158,0.0379,0.0450,2.88,0.1966,1
Teletech Holdings Inc,2017-09,76.33,2.13,0.0830,0.2614,0.38,0.23,0.0607,0.0411,0.2686,0.6494,2.42,6.29,0.0230,0.0156,0.0376,0.0408,1.69,0.0949,1
Whirlpool Corp (WHR),2017-06,50.06,0.91,0.0515,-0.0409,0.26,0.16,0.0623,0.0353,0.2673,1.1416,4.27,5.37,0.0165,0.0094,0.0399,0.0242,2.00,0.0452,0
Teletech Holdings Inc,2018-03,82.56,2.30,0.0788,0.2829,0.36,0.24,0.0717,0.0122,0.2923,0.8956,3.06,4.17,0.0260,0.0044,0.0136,0.0437,8.98,0.2228,1
Teletech Holdings Inc,2018-06,81.23,2.38,0.0721,0.2815,0.35,0.22,0.0416,0.0158,0.2924,0.8924,3.05,1.87,0.0147,0.0056,0.0170,0.0321,3.98,0.1291,1
DSW Inc (DSW),2014-07,4.42,2.52,0.0610,0.3185,0.41,0.29,0.0908,0.0585,0.0007,0.0010,1.45,555.31,0.0372,0.0239,0.0346,0.0511,3.76,83.2030,1
DSW Inc (DSW),2014-10,3.58,2.53,0.0665,0.3281,0.46,0.33,0.1190,0.0740,0.0007,0.0010,1.46,419.46,0.0550,0.0342,0.0498,0.0681,1.38,33.7520,1
DSW Inc (DSW),2015-01,3.43,2.71,0.0411,0.3370,0.45,0.28,0.0748,0.0481,0.0007,0.0010,1.42,354.62,0.0333,0.0214,0.0304,0.0469,2.55,65.5470,1
DSW Inc (DSW),2015-04,3.44,2.83,0.1359,0.4000,0.43,0.33,0.1122,0.0723,0.0007,0.0010,1.45,1936.11,0.0483,0.0311,0.0452,0.0614,1.85,49.3910,1
DSW Inc (DSW),2015-07,2.67,2.86,0.0997,0.3738,0.41,0.31,0.0950,0.0600,0.0007,0.0009,1.42,1489.53,0.0394,0.0248,0.0353,0.0528,2.69,65.1790,1
DSW Inc (DSW),2015-10,2.47,2.36,0.0617,0.2675,0.46,0.30,0.0952,0.0590,0.0007,0.0010,1.42,1292.43,0.0434,0.0270,0.0382,0.0566,1.06,30.7450,1
DSW Inc (DSW),2016-01,2.07,2.46,0.0237,0.3449,0.49,0.25,0.0254,0.0175,0.0007,0.0011,1.51,416.32,0.0125,0.0086,0.0130,0.0262,4.15,100.0590,1
DSW Inc (DSW),2016-04,2.02,2.38,0.0408,0.3051,0.47,0.30,0.0736,0.0441,0.0007,0.0011,1.56,1023.69,0.0344,0.0206,0.0321,0.0480,0.38,9.8140,1
DSW Inc (DSW),2016-07,2.59,2.45,0.0427,0.3129,0.45,0.28,0.0634,0.0380,0.0007,0.0011,1.55,835.46,0.0286,0.0172,0.0266,0.0428,1.98,51.3300,1
DSW Inc (DSW),2016-10,2.76,2.45,0.0426,0.3095,0.49,0.30,0.0924,0.0559,0.0007,0.0011,1.55,1129.26,0.0450,0.0272,0.0422,0.0594,2.34,49.6150,1
DSW Inc (DSW),2017-01,2.54,2.40,0.0775,0.3099,0.47,0.25,0.0352,0.0452,0.0007,0.0011,1.52,289.21,0.0166,0.0214,0.0326,0.0312,7.08,102.1470,1
DSW Inc (DSW),2017-10,2.59,2.74,0.1044,0.4091,0.49,0.29,0.0776,0.0057,0.0007,0.0011,1.51,330.99,0.0384,0.0028,0.0043,0.0518,8.23,93.9390,1
DSW Inc (DSW),2018-01,2.40,2.66,0.1245,0.3809,0.51,0.26,0.0512,0.0163,0.0007,0.0011,1.49,161.53,0.0261,0.0083,0.0123,0.0393,3.13,52.4400,1
